,ROUTE_ID,COMPANY_CODE,ROUTE_NAMEC,ROUTE_NAMES,ROUTE_NAMEE,ROUTE_TYPE,SERVICE_MODE,SPECIAL_TYPE,JOURNEY_TIME,LOC_START_NAMEC,LOC_START_NAMES,LOC_START_NAMEE,LOC_END_NAMEC,LOC_END_NAMES,LOC_END_NAMEE,HYPERLINK_C,HYPERLINK_S,HYPERLINK_E,FULL_FARE,LAST_UPDATE_DATE,START_DISTRICT,END_DISTRICT,TRAVEL_DISTANCE
275,1407,KMB+CTB,948P,948P,948P,1,T,1,42,長安邨,长安邨,Cheung On Estate,銅鑼灣(天后),铜锣湾(天后),Causeway Bay (Tin Hau),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=948P&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=948P&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=948P&lang=en,20.8,2023-09-15,Kwai Tsing,Wan Chai,16220.0
276,1408,KMB,95,95,95,1,R,0,69,翠林,翠林,TSUI LAM,九龍站,九龙站,KOWLOON STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=95&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=95&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=95&lang=en,8.4,2024-03-22,Sai Kung,Yau Tsim Mong,18862.0
277,1409,KMB,95M,95M,95M,1,R,0,27,翠林,翠林,TSUI LAM,觀塘(雅麗道),观塘(雅丽道),KWUN TONG (ELEGANCE ROAD),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=95M&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=95M&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=95M&lang=en,5.6,2023-10-13,Sai Kung,Kwun Tong,6339.0
278,1410,KMB,960,960,960,1,R,0,68,屯門(建生邨),屯门(建生邨),TUEN MUN (KIN SANG ESTATE),會展站,会展站,EXHIBITION CENTRE STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960&lang=en,24.0,2025-01-02,Tuen Mun,Wan Chai,38209.0
279,1416,KMB,96R,96R,96R,1,T,1,69,鑽石山站,钻石山站,DIAMOND HILL STATION,黃石碼頭,黄石码头,WONG SHEK PIER,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=96R&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=96R&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=96R&lang=en,22.3,2023-06-18,Wong Tai Sin,Tai Po,28674.0
280,1417,KMB,98A,98A,98A,1,R,0,31,坑口(北) (將軍澳醫院),坑口(北) (将军澳医院),HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),牛頭角站(循環線),牛头角站(循环线),NGAU TAU KOK STATION (CIRCULAR),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98A&lang=en,7.1,2023-10-06,Sai Kung,Kwun Tong,7898.0
281,1418,KMB,98C,98C,98C,1,R,0,62,坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),美孚,美孚,MEI FOO,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98C&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98C&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98C&lang=en,12.1,2024-10-10,Sai Kung,Sham Shui Po,19200.0
282,1419,KMB,98D,98D,98D,1,R,0,49,坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),尖沙咀東,尖沙咀东,TSIM SHA TSUI EAST,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=en,11.3,2024-11-01,Sai Kung,Yau Tsim Mong,19739.0
283,1420,KMB,98P,98P,98P,1,T,1,50,康盛花園,康盛花园,HONG SING GARDEN,尖沙咀東,尖沙咀东,TSIM SHA TSUI EAST,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98P&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98P&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98P&lang=en,11.3,2023-06-10,Sai Kung,Yau Tsim Mong,19073.0
284,1313,KMB,73K,73K,73K,1,R,0,16,上水,上水,SHEUNG SHUI,文錦渡(新屋嶺),文锦渡(新屋岭),MAN KAM TO(SAN UK LING),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=73K&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=73K&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=73K&lang=en,5.1,2023-06-18,North District,North District,4771.0
285,1314,KMB,73X,73X,73X,1,T,1,46,荃灣(如心廣場),荃湾(如心广场),TSUEN WAN (NINA TOWER),大埔(富善),大埔(富善),TAI PO (FU SHIN),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=73X&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=73X&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=73X&lang=en,11.5,2024-09-27,Tsuen Wan,Tai Po,24181.0
286,1315,KMB,74A,74A,74A,1,R,0,74,大埔(太和),大埔(太和),TAI PO (TAI WO),啟業,启业,KAI YIP,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=74A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=74A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=74A&lang=en,12.1,2023-06-10,Tai Po,Central and Western,21726.0
287,1316,KMB,74K,74K,74K,1,T,1,31,大埔墟站,大埔墟站,TAI PO MARKET STATION,三門仔(循環線)(先經香港教育大學),三门仔(循环线)(先经香港教育大学),SAM MUN TSAI (CIRCULAR) (via The Education University of HK first),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=74K&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=74K&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=74K&lang=en,5.6,2023-06-18,Tai Po,Tai Po,6771.0
288,1317,KMB,74X,74X,74X,1,R,0,45,大埔中心,大埔中心,TAI PO CENTRAL,觀塘碼頭,观塘码头,KWUN TONG FERRY,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=74X&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=74X&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=74X&lang=en,11.5,2024-11-22,Tai Po,Kwun Tong,22302.0
289,1318,KMB,75K,75K,75K,1,R,0,36,大美督,大美督,TAI MEI TUK,大埔墟站,大埔墟站,TAI PO MARKET STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=75K&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=75K&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=75K&lang=en,6.7,2024-08-16,Tai Po,Tai Po,10367.0
290,1326,KMB,8,8,8,1,R,0,50,尖沙咀碼頭,尖沙咀码头,STAR FERRY,九龍站,九龙站,KOWLOON STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=8&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=8&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=8&lang=en,5.8,2023-08-18,Yau Tsim Mong,Yau Tsim Mong,3219.0
291,1327,KMB,80,80,80,1,R,0,48,美林,美林,MEI LAM,觀塘碼頭,观塘码头,KWUN TONG FERRY,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80&lang=en,8.4,2024-11-25,Sha Tin,Kwun Tong,11813.0
292,1330,KMB,80K,80K,80K,1,R,0,34,新翠,新翠,SUN CHUI,愉翠苑,愉翠苑,YU CHUI COURT,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80K&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80K&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80K&lang=en,5.8,2023-12-15,Sha Tin,Sha Tin,7907.0
293,1331,KMB,80M,80M,80M,1,T,1,37,穗禾苑,穗禾苑,SUI WO COURT,九龍塘站,九龙塘站,KOWLOON TONG STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80M&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80M&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80M&lang=en,6.5,2024-02-16,Sha Tin,Kowloon City,8495.0
294,1332,KMB,80P,80P,80P,1,T,1,37,顯徑,显径,HIN KENG,觀塘碼頭,观塘码头,KWUN TONG FERRY,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80P&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80P&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80P&lang=en,8.4,2024-11-22,Sha Tin,Kwun Tong,9908.0
295,1333,KMB,80X,80X,80X,1,R,0,39,秦石,秦石,CHUN SHEK,觀塘碼頭,观塘码头,KWUN TONG FERRY,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80X&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80X&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=80X&lang=en,8.1,2024-05-24,Sha Tin,Kwun Tong,14953.0
296,1346,KMB,83K,83K,83K,1,R,0,28,黃泥頭,黄泥头,WONG NAI TAU,沙田市中心(循環線),沙田市中心(循环线),SHA TIN CENTRAL (CIRCULAR),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83K&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83K&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83K&lang=en,5.2,2023-12-15,Sha Tin,Sha Tin,3078.0
297,1347,KMB,83S,83S,83S,1,T,1,14,黃泥頭,黄泥头,WONG NAI TAU,沙田市中心,沙田市中心,SHATIN CENTRAL,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83S&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83S&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83S&lang=en,5.2,2023-12-15,Sha Tin,Sha Tin,4991.0
298,1348,KMB,83X,83X,83X,1,T,1,29,黃泥頭,黄泥头,WONG NAI TAU,觀塘碼頭,观塘码头,KWUN TONG FERRY,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83X&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83X&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83X&lang=en,8.1,2024-12-20,Sha Tin,Kwun Tong,12180.0
299,1349,KMB,84M,84M,84M,1,R,0,35,富安花園,富安花园,CHEVALIER GARDEN,樂富,乐富,LOK FU,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=84M&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=84M&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=84M&lang=en,7.5,2025-01-02,Sha Tin,Wong Tai Sin,14126.0
300,1350,KMB,85,85,85,1,R,0,54,火炭駿洋邨,火炭骏洋邨,FO TAN CHUN YEUNG ESTATE,九龍城碼頭,九龙城码头,KOWLOON CITY FERRY,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=85&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=85&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=85&lang=en,7.8,2024-02-16,Sha Tin,Kowloon City,15069.0
301,1351,KMB,85A,85A,85A,1,R,0,52,廣源,广源,KWONG YUEN,九龍城碼頭,九龙城码头,KOWLOON CITY FERRY,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=85A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=85A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=85A&lang=en,7.8,2024-09-27,Sha Tin,Kowloon City,15855.0
302,1361,KMB,86A,86A,86A,1,R,0,44,沙田圍,沙田围,SHATIN WAI,長沙灣(甘泉街),长沙湾(甘泉街),CHEUNG SHA WAN (KOM TSUN STREET),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86A&lang=en,7.8,2024-05-03,Sha Tin,Sham Shui Po,14582.0
303,1363,KMB,86C,86C,86C,1,R,0,67,利安,利安,LEE ON,長沙灣,长沙湾,CHEUNG SHA WAN,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86C&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86C&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86C&lang=en,10.2,2025-01-02,Sha Tin,Sham Shui Po,20040.0
304,1364,KMB,86K,86K,86K,1,R,0,34,錦英苑,锦英苑,KAM YING COURT,沙田站,沙田站,SHATIN STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86K&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86K&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86K&lang=en,7.1,2024-06-14,Sha Tin,Sha Tin,10030.0
305,1366,KMB,86S,86S,86S,1,T,1,30,錦英苑,锦英苑,KAM YING COURT,沙田站,沙田站,SHATIN STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86S&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86S&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=86S&lang=en,7.1,2024-04-05,Sha Tin,Sha Tin,10030.0
306,1370,KMB,87B,87B,87B,1,R,0,54,新田圍,新田围,SUN TIN WAI,維港灣,维港湾,ISLAND HARBOURVIEW,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=87B&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=87B&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=87B&lang=en,7.8,2023-07-28,Sha Tin,Yau Tsim Mong,6415.355407146201
307,1371,KMB,87D,87D,87D,1,R,0,61,錦英苑,锦英苑,KAM YING COURT,紅磡站,红磡站,HUNG HOM STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=87D&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=87D&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=87D&lang=en,10.8,2025-01-02,Sha Tin,Yau Tsim Mong,20100.0
308,1386,KMB,89C,89C,89C,1,R,0,53,恒安,恒安,HENG ON,觀塘(翠屏道),观塘(翠屏道),KWUN TONG (TSUI PING ROAD),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89C&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89C&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89C&lang=en,9.8,2025-01-02,Sha Tin,Kwun Tong,19664.0
309,1387,KMB,89D,89D,89D,1,R,0,44,烏溪沙站,乌溪沙站,WU KAI SHA STATION,藍田站,蓝田站,LAM TIN STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89D&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89D&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89D&lang=en,10.2,2025-01-02,Sha Tin,Kwun Tong,21184.0
310,1388,KMB,89P,89P,89P,1,T,1,30,馬鞍山市中心,马鞍山市中心,MA ON SHAN TOWN CENTRE,藍田站,蓝田站,LAM TIN STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89P&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89P&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89P&lang=en,10.2,2024-12-06,Sha Tin,Kwun Tong,19836.0
311,1389,KMB,89X,89X,89X,1,R,0,47,沙田站,沙田站,SHATIN STATION,觀塘(翠屏道),观塘(翠屏道),KWUN TONG (TSUI PING ROAD),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89X&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89X&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=89X&lang=en,8.6,2023-08-02,Sha Tin,Kwun Tong,14063.0
312,1390,KMB,8A,8A,8A,1,R,0,19,黃埔花園,黄埔花园,WHAMPOA GARDEN,尖沙咀(循環線),尖沙咀(循环线),TSIM SHA TSUI (CIRCULAR),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=8A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=8A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=8A&lang=en,5.1,2023-06-18,Kowloon City,Yau Tsim Mong,4710.0
313,1391,KMB,8P,8P,8P,1,R,0,14,海逸豪園,海逸豪园,LAGUNA VERDE,尖沙咀(循環線),尖沙咀(循环线),TSIM SHA TSUI (CIRCULAR),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=8P&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=8P&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=8P&lang=en,5.1,2023-06-18,Kowloon City,Yau Tsim Mong,2785.4859540123334
314,1398,KMB,91M,91M,91M,1,R,0,50,寶林,宝林,PO LAM,鑽石山站,钻石山站,DIAMOND HILL STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=91M&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=91M&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=91M&lang=en,7.1,2024-05-17,Sai Kung,Wong Tai Sin,11969.0
315,1399,KMB,92,92,92,1,R,0,39,西貢,西贡,SAI KUNG,鑽石山站,钻石山站,DIAMOND HILL STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=92&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=92&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=92&lang=en,7.8,2023-06-18,Sai Kung,Wong Tai Sin,14034.0
316,1400,KMB,934,934,934,1,T,1,33,荃灣(灣景花園),荃湾(湾景花园),TSUEN WAN (BAYVIEW GARDEN),灣仔(菲林明道),湾仔(菲林明道),WAN CHAI (FLEMING ROAD),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=934&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=934&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=934&lang=en,20.6,2025-01-02,Tsuen Wan,Wan Chai,18740.0
317,1401,KMB,935,935,935,1,T,1,42,石籬(大隴街),石篱(大陇街),SHEK LEI (TAI LOONG STREET),灣仔(菲林明道),湾仔(菲林明道),WAN CHAI (FLEMING ROAD),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=935&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=935&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=935&lang=en,20.6,2024-07-12,Kwai Tsing,Wan Chai,15502.0
318,1402,KMB,93A,93A,93A,1,R,0,31,寶林,宝林,PO LAM,觀塘渡輪碼頭,观塘渡轮码头,KWUN TONG FERRY PIER,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93A&lang=en,5.6,2024-05-10,Sai Kung,Kwun Tong,8676.0
319,1403,KMB,93K,93K,93K,1,R,0,58,寶林,宝林,PO LAM,旺角東站,旺角东站,MONG KOK EAST STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93K&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93K&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=93K&lang=en,10.2,2023-11-10,Sai Kung,Yau Tsim Mong,16969.0
320,1411,KMB,960A,960A,960A,1,T,1,80,中環,中环,CENTRAL,洪水橋(洪福邨),洪水桥(洪福邨),HUNG SHUI KIU (HUNG FUK ESTATE),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960A&lang=en,24.0,2023-06-18,Central and Western,Yuen Long,29731.0
321,1412,KMB,960P,960P,960P,1,T,1,73,洪水橋(洪元路),洪水桥(洪元路),HUNG SHUI KIU (HUNG YUEN ROAD),銅鑼灣(維園),铜锣湾(维园),CAUSEWAY BAY (VICTORIA PARK),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960P&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960P&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960P&lang=en,24.0,2023-09-22,Yuen Long,Wan Chai,34916.0
322,1413,KMB,960S,960S,960S,1,T,1,68,屯門(富泰邨),屯门(富泰邨),TUEN MUN (FU TAI ESTATE),銅鑼灣(維園),铜锣湾(维园),CAUSEWAY BAY (VICTORIA PARK),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960S&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960S&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=960S&lang=en,24.0,2023-12-08,Tuen Mun,Wan Chai,38198.0
323,1414,KMB,961,961,961,1,T,1,69,屯門(山景邨),屯门(山景邨),TUEN MUN (SHAN KING ESTATE),灣仔(會展),湾仔(会展),WAN CHAI (HKCECE),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961&lang=en,24.0,2025-01-02,Tuen Mun,Wan Chai,39410.0
324,1415,KMB,968,968,968,1,R,0,61,元朗(西),元朗(西),YUEN LONG (WEST),銅鑼灣(天后),铜锣湾(天后),CAUSEWAY BAY (TIN HAU),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=968&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=968&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=968&lang=en,27.0,2025-01-02,Yuen Long,Wan Chai,37234.0
325,1421,KMB,98S,98S,98S,1,T,1,59,坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),美孚,美孚,MEI FOO,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98S&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98S&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98S&lang=en,12.1,2024-11-01,Sai Kung,Sham Shui Po,19200.0
326,1422,KMB,99,99,99,1,R,0,32,恒安,恒安,HENG ON,西貢,西贡,SAI KUNG,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=99&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=99&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=99&lang=en,7.8,2023-09-15,Sha Tin,Sai Kung,13968.0
327,1423,KMB,98D,98D,98D,1,T,1,54,康城站,康城站,LOHAS PARK STATION,尖沙咀東,尖沙咀东,TSIM SHA TSUI EAST,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=98D&lang=en,11.3,2024-01-30,Sai Kung,Yau Tsim Mong,18559.0
328,1424,KMB,K12,K12,K12,1,R,0,9,八號花園,八号花园,EIGHT LAND GARDEN,大埔墟站,大埔墟站,TAI PO MARKET STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K12&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K12&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K12&lang=en,4.8,2023-10-04,Tai Po,Tai Po,1806.0
329,1425,KMB,K14,K14,K14,1,T,1,7,大埔太和路,大埔太和路,TAI PO CENTRAL,大埔墟站,大埔墟站,TAI PO MARKET STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K14&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K14&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K14&lang=en,4.8,2023-10-04,Tai Po,Tai Po,2071.0
330,1427,KMB,K17,K17,K17,1,T,1,10,大埔(富善),大埔(富善),TAI PO (FU SHIN),大埔墟站,大埔墟站,TAI PO MARKET STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K17&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K17&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K17&lang=en,4.8,2023-10-04,Tai Po,Tai Po,1884.0
331,1428,KMB,K18,K18,K18,1,T,1,8,廣福,广福,KWONG FUK,大埔墟站,大埔墟站,TAI PO MARKET STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K18&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K18&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=K18&lang=en,4.8,2023-10-04,Tai Po,Tai Po,889.0
332,1430,KMB+CTB,N121,N121,N121,1,N,0,50,中環(港澳碼頭),中环(港澳码头),Central (Macau Ferry),牛頭角,牛头角,Ngau Tau Kok,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N121&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N121&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N121&lang=en,17.7,2023-06-18,Central and Western,Kwun Tong,15577.0
333,1431,KMB+CTB,N122,N122,N122,1,N,0,71,美孚,美孚,Mei Foo,筲箕灣,筲箕湾,Shau Kei Wan,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N122&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N122&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N122&lang=en,17.7,2023-06-15,Sham Shui Po,Eastern,17718.0
